Month,Day,Hour,Minute,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Average Unmet Heating Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh],Heating Load [kWh]
1,1,1,0,1.0,0,21.111120797198815,9.686087715010672e-06,9.686087715010672e-06,42.22675953820086,0.585687371063694,1.140138178758255,2.2993546083652854,0.0
1,1,2,0,1.0,0,21.11112004767552,8.936564420025661e-06,8.936564420025661e-06,41.95408891826673,0.3813843221523533,1.318819815775,1.699061193136824,0.0
1,1,3,0,1.0,0,20.007773190965143,0.007773190965142618,1.1188843020762427,44.745532302145925,0.26940919885887216,1.318819815775,2.374032899616911,0.0
1,1,4,0,1.0,0,20.000010035483754,1.0035483754222696e-05,1.1111211465948543,44.490618672604384,0.2737107886653954,1.318819815775,1.9329832174726798,0.0
1,1,5,0,1.0,0,20.000008654482645,8.654482645198414e-06,1.1111197655937453,44.191218840689395,0.3259509707572219,1.318819815775,1.4649980283414297,0.0
1,1,6,0,1.0,0,20.000008012837874,8.012837874105116e-06,1.1111191239489742,44.015506137293436,0.7696328476197004,1.318819815775,1.4706114696774593,0.0
1,1,7,0,1.0,0,20.000009197211355,9.19721135517193e-06,1.1111203083224552,44.08474707800096,1.7092700519399706,1.318819815775,2.0550368372293706,0.0
1,1,8,0,1.0,0,20.00000980223909,9.802239091527554e-06,1.1111209133501916,44.397719741652324,2.2459842324688255,1.318819815775,2.8695370706707437,0.0
1,1,9,0,1.0,0,21.07325952912449,0.03785158198661165,2.1843706402355885,41.901207901398365,2.586811794134395,1.318819815775,1.064736873304194,0.0
1,1,10,0,1.0,0,21.111112301247562,1.1901364622701749e-06,2.2222234123586624,42.1171511584647,2.8436645995375236,1.318819815775,1.05972804193198,0.0
1,1,11,0,1.0,0,21.111113709211587,2.5981004867503543e-06,2.222224820322687,42.26967146548296,2.8010626005636645,1.318819815775,1.8791020231489743,0.0
1,1,12,0,1.0,0,21.6665581523615,0.00010851430520020244,0.00010851430520020244,40.99343143968879,2.718333013486601,1.318819815775,2.1164612655562376,0.0
1,1,13,0,1.0,0,21.666673281547414,6.614880714295168e-06,6.614880714295168e-06,40.90416721494995,2.6820582254823284,1.318819815775,2.8421117793602217,0.0
1,1,14,0,1.0,0,21.11662720571673,0.005516094605628297,2.2277383168278284,41.87486040172462,2.4728838784632807,1.318819815775,3.996440741419747,0.0
1,1,15,0,1.0,0,21.111116799862394,5.688751294030681e-06,2.222227910973494,40.527626773423535,2.455871842972439,1.318819815775,5.047767444957488,0.0
1,1,16,0,1.0,0,21.11113359978806,2.2488676961529563e-05,2.2222447108991616,39.354981014304684,2.512548067112297,1.318819815775,4.993566261454492,0.0
1,1,17,0,1.0,0,21.111116862977262,5.751866162029273e-06,2.222227974088362,39.05837405351139,2.996538628500798,1.318819815775,5.122175350558953,0.0
1,1,18,0,1.0,0,21.11108605645564,2.505465545965535e-05,2.2221971675667405,39.54320812877751,3.9126137364499303,1.318819815775,6.108408742211388,0.0
1,1,19,0,1.0,0,21.11264816250226,0.0015370513911605599,2.2237592736133607,40.20503657250845,4.52429708233316,1.318819815775,6.90828520358595,0.0
1,1,20,0,1.0,0,21.112896673137417,0.001785562026316967,2.224007784248517,40.82713249779958,4.3535639571124065,1.318819815775,6.726625239774433,0.0
1,1,21,0,1.0,0,21.11169618150166,0.0005850703905601051,2.22280729261276,41.483150929656766,3.5552239549366704,1.318819815775,6.426082680753937,0.0
1,1,22,0,1.0,0,21.65611896472386,0.010547701942840604,0.010547701942840604,40.60043888034289,2.7108644436416007,1.318819815775,4.955377023820579,0.0
1,1,23,0,1.0,0,21.666646934383557,1.973228314255948e-05,1.973228314255948e-05,40.88405138926239,2.320110667825991,1.318819815775,4.109136805277789,0.0
1,1,24,0,1.0,0,21.12163244142397,0.010521330312869281,0.010521330312869281,42.391861952654914,1.1144671170833647,1.318819815775,3.2091148402186374,0.0
1,2,1,0,2.0,0,21.111122354129073,1.1243017972617508e-05,1.1243017972617508e-05,42.25090295827962,0.585687371063694,1.318819815775,2.2874017376348768,0.0
1,2,2,0,2.0,0,21.111119841599567,8.730488467278974e-06,8.730488467278974e-06,42.04219036181442,0.3813843221523533,1.318819815775,1.70360143804142,0.0
1,2,3,0,2.0,0,20.008279944544913,0.00827994454491332,1.1193910556560134,44.754458145360815,0.26940919885887216,1.318819815775,2.4943812587084992,0.0
1,2,4,0,2.0,0,20.00001033968256,1.0339682560811525e-05,1.1111214507936609,44.39945007658208,0.2737107886653954,1.318819815775,1.8711600009051808,0.0
1,2,5,0,2.0,0,20.000007534271067,7.5342710665893264e-06,1.1111186453821666,44.05646344069272,0.3259509707572219,1.318819815775,1.2510921544652374,0.0
1,2,6,0,2.0,0,20.00000688957861,6.889578610724811e-06,1.1111180006897108,43.869268797927845,0.7696328476197004,1.318819815775,1.191021609604839,0.0
1,2,7,0,2.0,0,20.000007914367817,7.914367817107859e-06,1.1111190254789172,43.929723621091114,1.7092700519399706,1.318819815775,1.5949498296448728,0.0
