Month,Day,Hour,Minute,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Average Unmet Heating Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh],Heating Load [kWh]
1,1,1,0,1.0,0,20.57886030056988,1.6433619216523212,2.801082522792079,29.820875871462203,0.5929938243432571,0.0,0.0,0.0
1,1,2,0,1.0,0,20.211943270693315,2.0102789515288855,2.4341654929155148,30.472516777490235,0.4830424838095107,0.0,0.0,0.0
1,1,3,0,1.0,0,19.897469648271674,2.3247525739505264,2.119691870493874,31.161214387773512,0.4631411301368593,0.0,0.0,0.0
1,1,4,0,1.0,0,19.603955306919893,2.618266915302307,1.8261775291420932,31.80048501850225,0.46107256977424876,0.0,0.0,0.0
1,1,5,0,1.0,0,19.333593811636163,2.888628410586037,1.5558160338583633,32.402542957441874,0.4583201637342377,0.0,0.0,0.0
1,1,6,0,1.0,0,19.404045155468978,2.818177066753222,1.6262673776911782,32.33854051115367,0.5940041607353577,0.8964550813186403,0.0,0.0
1,1,7,0,1.0,0,18.99551491597785,3.22670730624435,1.2177371382000501,33.2251618229915,0.7900585322822342,0.4174391874798007,0.0,0.0
1,1,8,0,1.0,0,21.07634819686087,1.14587402536133,0.034762914250229926,29.261871710907116,0.9018347183281279,0.7558111327366678,0.0,5.177297133596864
1,1,9,0,1.0,0,21.1111111111111,1.1111111111111,0.0,29.254800674696014,0.9251805503159274,0.26561291778772195,0.0,2.8084500726272226
1,1,10,0,1.0,0,20.28205499208263,1.9401672301395685,2.5042772143048317,30.86648815895812,0.4635341229667847,1.0699476958511296,0.0,0.0
1,1,11,0,1.0,0,20.1498538958955,2.0723683263267,2.3720761181177004,31.10433084771953,0.462149408281575,0.0,0.0,0.0
1,1,12,0,1.0,0,20.68510061625706,1.5371216059651402,2.90732283847926,30.20669944807193,1.110860826882589,0.0,0.0,0.0
1,1,13,0,1.0,0,21.08252484341023,1.1396973788119702,3.30474706563243,29.659466247021015,0.9778620288047999,0.0,0.0,0.0
1,1,14,0,1.0,0,21.32125158393837,0.9009706382838303,3.54347380616057,29.2327933325439,0.9066358342581899,0.0,0.0,0.0
1,1,15,0,1.0,0,21.69291999610277,0.5293022261194302,3.91514221832497,28.576263997949813,0.9030076182864684,0.28503945134390657,0.0,0.0
1,1,16,0,1.0,0,21.83455755332602,0.38766466889617845,4.056779775548222,28.31324346057915,0.9221594204870205,0.11609054595633093,0.0,0.0
1,1,17,0,1.0,0,21.83909106682954,0.38313115539266107,4.061313289051739,28.27211677960875,0.9777729399783843,0.40808295555792984,0.0,0.0
1,1,18,0,1.0,0,21.7561792631826,0.46604295903960136,0.6450681520714987,28.367428168976677,1.1347400632095677,0.009940119894189452,0.0,0.0
1,1,19,0,1.0,0,21.70895913839891,0.5132630838232899,0.5978480272878102,28.407849630190782,1.2966762400257692,0.0,0.0,0.0
1,1,20,0,1.0,0,21.602622043601883,0.6196001786203169,0.49151093249078315,28.580646642661144,1.4102212736209823,0.6326509789668101,0.0,0.0
1,1,21,0,1.0,0,21.641410543334466,0.5808116788877342,0.5302994322233658,28.527210769494538,2.2900289087667676,0.03553863337734615,0.0,0.0
1,1,22,0,1.0,0,21.501311904199017,0.7209103180231828,0.3902007930879172,28.751896084987187,1.6047443111238706,0.0,0.0,0.0
1,1,23,0,1.0,0,21.071152496655195,1.1510697255670053,3.293374718877395,29.464207898364222,0.9361846097670219,0.0,0.0,0.0
1,1,24,0,1.0,0,20.621901634487916,1.6003205877342843,2.844123856710116,30.220391624987244,0.4727660396116942,0.4225031507974688,0.0,0.0
1,2,1,0,2.0,0,20.228047121358046,1.9941751008641546,2.4502693435802456,30.867629052115525,0.46762017370078063,0.0,0.0,0.0
1,2,2,0,2.0,0,19.864958422656162,2.357263799566038,2.0871806448783623,31.458861674313198,0.4648677676607694,0.0,0.0,0.0
1,2,3,0,2.0,0,19.582764325059024,2.639457897163176,1.8049865472812243,31.899973699215614,0.4631411301368593,0.0,0.0,0.0
1,2,4,0,2.0,0,19.236431840057232,2.985790382164968,1.4586540622794324,32.468211810738126,0.46107256977424876,0.0,0.0,0.0
1,2,5,0,2.0,0,18.843510092867927,3.3787121293542732,1.065732315090127,33.14875525746026,0.4583201637342377,0.0,0.0,0.0
1,2,6,0,2.0,0,18.474856215453165,3.7473660067690346,0.6970784376753656,33.798099134343445,0.4593459322503387,0.0,0.0,0.0
1,2,7,0,2.0,0,18.072200179402603,4.150022042819597,0.2944224016248036,34.52495579583061,0.4651926671690614,0.0,0.0,0.0
1,2,8,0,2.0,0,21.003022643342685,1.2191995788795147,0.10808846776841463,28.727325821476857,0.9018347183281279,0.9923309814212395,0.0,9.363242614220544
1,2,9,0,2.0,0,21.11111111083501,1.1111111113871885,2.7608848540694453e-10,28.490450596020143,0.9251805503159274,0.6099069586471745,0.0,4.836357341773641
1,2,10,0,2.0,0,19.883245712155563,2.3389765100666366,2.1054679343777636,30.708829213853925,1.3962981329208164,0.22591105180994733,0.0,0.0
1,2,11,0,2.0,0,20.452660161039066,1.7695620611831337,2.6748823832612665,29.628091949142345,1.3737440815404875,1.318819815775,0.0,0.0
1,2,12,0,2.0,0,20.509502153600188,1.712720068622012,2.731724375822388,29.47256888484047,0.9320249673277141,0.7779772689306251,0.0,0.0
1,2,13,0,2.0,0,20.763699706925323,1.4585225152968775,2.9859219291475227,28.959834942384127,0.9151126043995805,0.8238648469591295,0.0,0.0
1,2,14,0,2.0,0,20.76983974582647,1.45238247639573,2.99206196804867,28.88016728017731,0.9066358342581899,0.0,0.0,0.0
1,2,15,0,2.0,0,21.208171821113694,1.0140504011085056,3.4303940433358946,28.075708909295823,1.011760487058011,0.11146919462881368,0.0,0.0
1,2,16,0,2.0,0,21.761032773549847,0.46118944867235356,3.9832549957720467,27.14335602185941,1.3777074124589532,0.4487768946756866,0.0,0.0
1,2,17,0,2.0,0,21.758249612001297,0.4639726102209032,3.980471834223497,27.1277751535306,1.1036699747335503,0.0,0.0,0.0
1,2,18,0,2.0,0,21.524795976138073,0.6974262460841274,0.41368486502697266,27.47580206936024,1.1347400632095677,0.5039445994004133,0.0,0.0
1,2,19,0,2.0,0,21.400009337466578,0.822212884755622,0.288898226355478,27.630303195094125,1.2966762400257692,0.01209995382904291,0.0,0.0
1,2,20,0,2.0,0,21.317476002814416,0.9047462194077838,0.2063648917033163,27.716247800839533,1.8699993151629877,0.0,0.0,0.0
1,2,21,0,2.0,0,21.2754266383147,0.9467955839075017,0.16431552720359832,27.75097705357397,2.2900289087667676,0.8347817189607123,0.0,0.0
1,2,22,0,2.0,0,21.111118037297476,1.1111041849247236,6.926186376432497e-06,28.008620475069996,1.2324614611380973,0.048778975917822244,0.0,0.5038368969772254
1,2,23,0,2.0,0,20.677813680344833,1.5444085418773668,2.9000359025670335,28.729010842790295,0.9361846097670219,0.4158949238318441,0.0,0.0
1,2,24,0,2.0,0,20.156376571958834,2.065845650263366,2.378598794181034,29.61053219003076,0.5902967944535865,0.0,0.0,0.0
1,3,1,0,3.0,0,19.70365615457765,2.5185660676445494,1.9258783767998509,30.37908907971807,0.46762017370078063,0.0,0.0,0.0
1,3,2,0,3.0,0,19.30568403232426,2.916538189897942,1.5279062545464583,31.066553592909024,0.4648677676607694,0.0,0.0,0.0
1,3,3,0,3.0,0,18.83562733742216,3.38659488480004,1.0578495596443602,31.91367878513987,0.4631411301368593,0.0,0.0,0.0
1,3,4,0,3.0,0,18.485672056322343,3.736550165899857,0.7078942785445435,32.53753925548099,0.46107256977424876,0.0,0.0,0.0
1,3,5,0,3.0,0,18.147821718788023,4.074400503434177,0.3700439410102234,33.19169659847432,0.4583201637342377,0.0,0.0,0.0
1,3,6,0,3.0,0,17.79584286142369,4.42637936079851,0.018065083645890212,33.875567277238154,0.4593459322503387,0.0,0.0,0.1763415333069479
1,3,7,0,3.0,0,17.77777777777834,4.44444444444386,5.400124791776761e-13,33.86136794216093,0.4651926671690614,0.0,0.0,0.9341178936996221
1,3,8,0,3.0,0,20.959100812817184,1.2631214094050165,0.15201029829391643,27.819433116807815,0.6859241759499055,0.6045250158552445,0.0,11.56068125602137
1,3,9,0,3.0,0,21.111111111100044,1.111111111122156,1.1056044968427159e-11,27.639956203137487,0.696237912254208,0.7482219620994647,0.0,5.747759915383375
1,3,10,0,3.0,0,19.317327333924634,2.904894888297566,1.5395495561468344,30.990497162900365,0.4635341229667847,0.0,0.0,0.0
1,3,11,0,3.0,0,19.068886711251633,3.1533355109705674,1.2911089334738328,31.600321867340522,0.462149408281575,0.0,0.0,0.0
1,3,12,0,3.0,0,19.13738541457269,3.084836807649509,1.359607636794891,31.72137487810048,0.4849938367552079,0.0,0.0,0.0
1,3,13,0,3.0,0,19.32486050815224,2.897361714069959,1.5470827303744414,31.64326078784527,0.4731035185410394,0.440825154367827,0.0,0.0
1,3,14,0,3.0,0,19.781461590325854,2.440760631896346,2.0036838125480543,31.185336553631586,0.576886739577695,0.0,0.0,0.0
1,3,15,0,3.0,0,20.222946486236925,1.9992757359852753,2.445168708459125,30.748411034918345,0.4679961432002977,0.0,0.0,0.0
1,3,16,0,3.0,0,20.55958983878516,1.662632383437039,2.7818120610073613,30.456558097695474,0.46661142851508786,0.0,0.0,0.0
1,3,17,0,3.0,0,20.71796222840679,1.5042599938154098,2.9401844506289905,30.40796958521291,0.47418480095772075,0.0,0.0,0.0
1,3,18,0,3.0,0,21.167029772308286,1.055192449913914,0.055918661197186026,29.906829205155816,1.5451813144273916,0.0,0.0,0.15594777970181167
1,3,19,0,3.0,0,21.148034295084962,1.0741879271372383,0.03692318397386174,30.331791242978056,1.4957823976718028,0.0,0.0,0.0319647503615682
1,3,20,0,3.0,0,21.111111165791822,1.1111110564303779,5.4680722172406604e-08,30.639391980672478,1.4102212736209823,0.0,0.0,0.2563278360028513
1,3,21,0,3.0,0,21.11594258369762,1.1062796385245797,0.004831472586520391,30.918740071043793,2.0650635757169047,0.0,0.0,0.12267260791020636
1,3,22,0,3.0,0,21.212869572814252,1.0093526494079477,0.10175846170315239,31.205355967208472,1.9770271611096435,0.6890748606136899,0.0,0.012921335753393577
1,3,23,0,3.0,0,21.169734899222156,1.0524873230000438,3.3919571214443565,31.627970102429156,1.1346866707228915,1.318819815775,0.0,0.0
1,3,24,0,3.0,0,20.426761259263696,1.7954609629585043,2.648983481485896,33.39584587453967,0.7203774341765224,1.318819815775,0.0,0.0
1,4,1,0,4.0,0,19.737205579052073,2.485016643170127,1.9594278012742734,34.8445030247551,0.46762017370078063,1.318819815775,0.0,0.0
1,4,2,0,4.0,0,19.283975598292407,2.9382466239297926,1.5061978205146076,35.78792133553235,0.4648677676607694,0.09568802291993776,0.0,0.0
1,4,3,0,4.0,0,18.866877732358528,3.355344489863672,1.0890999545807283,36.60810491108688,0.4631411301368593,0.0,0.0,0.0
1,4,4,0,4.0,0,18.46470121206169,3.7575210101605094,0.6869234342838908,37.41196654546001,0.46107256977424876,0.0,0.0,0.0
1,4,5,0,4.0,0,17.995184773893854,4.227037448328346,0.21740699611605407,38.31988739105992,0.47090083428667995,0.40179115783766045,0.0,0.0
1,4,6,0,4.0,0,17.777815563436167,4.444406658786033,3.7785658367539554e-05,38.500736224422184,0.4593459322503387,0.05082960935675972,0.0,0.5862378178436375
1,4,7,0,4.0,0,17.77777777777786,4.44444444444434,6.039613253960852e-14,38.15753127245341,0.4651926671690614,0.0,0.0,1.225326526055258
1,4,8,0,4.0,0,20.939013976739318,1.2832082454828821,0.1720971343717821,31.15009150682992,0.47001363357168313,0.0,0.0,13.192625277151649
1,4,9,0,4.0,0,21.11111093730454,1.1111112849176585,1.7380655847887283e-07,30.578868072570984,0.46729527419248856,0.0,0.0,7.858716659764112
1,4,10,0,4.0,0,18.808871796224125,3.4133504259980754,1.0310940184463249,35.04987417867717,0.9299161279438006,0.0,0.0,0.0
1,4,11,0,4.0,0,18.39206780245324,3.8301544197689594,0.6142900246754408,35.60081782084653,0.6900480765963033,0.0,0.0,0.0
1,4,12,0,4.0,0,18.219348289792404,4.002873932429797,0.4415705120146036,35.60462333698128,0.4849938367552079,0.0,0.0,0.0
1,4,13,0,4.0,0,18.549221372348565,3.6730008498736346,0.7714435945707656,34.522887303558505,0.8046103329349452,0.6745425245282802,0.0,0.0
1,4,14,0,4.0,0,19.075870314457195,3.1463519077650055,1.2980925366793947,33.209048091499625,0.9066358342581899,1.0533894758873237,0.0,0.0
1,4,15,0,4.0,0,19.107510197296637,3.114712024925563,1.3297324195188374,32.93580467152035,0.9030076182864684,1.318819815775,0.0,0.0
1,4,16,0,4.0,0,19.115023040584678,3.1071991816375224,1.3372452628068778,32.70883820635431,0.9221594204870205,0.9449945301724549,0.0,0.0
1,4,17,0,4.0,0,18.943475559831565,3.2787466623906347,1.1656977820537655,32.886604999458534,0.47418480095772075,0.0,0.0,0.0
1,4,18,0,4.0,0,21.071192800127264,1.1510294220949362,0.039918310983836136,28.714760171830584,0.6649705981249661,0.8342786500241353,0.0,4.886253788810558
1,4,19,0,4.0,0,21.111109516737145,1.1111127054850556,1.5943739555268621e-06,28.499711174036847,0.5002516094416342,0.6736515208972328,0.0,4.1293923257521055
1,4,20,0,4.0,0,21.11111117532385,1.1111110468983512,6.421274889589768e-08,28.363474895070905,1.1803322528499796,0.9011334416651178,0.0,2.6342811428340083
1,4,21,0,4.0,0,21.1111111111111,1.1111111111111,0.0,28.26556533120695,1.3901675765673152,1.318819815775,0.0,3.03259045012055
1,4,22,0,4.0,0,21.1111111111111,1.1111111111111,0.0,28.071100395520933,1.2324614611380973,1.318819815775,0.0,3.2850559052988375
1,4,23,0,4.0,0,19.562731233855168,2.6594909883670326,1.7849534560773677,30.7346108992923,0.9361846097670219,0.1290661044305945,0.0,0.0
1,4,24,0,4.0,0,18.752273116515617,3.4699491057065828,0.9744953387378175,32.14087152773686,0.5902967944535865,0.0,0.0,0.0
1,5,1,0,5.0,0,18.22707836560683,3.995143856615371,0.44930058782902904,33.035613097224406,0.46762017370078063,0.0,0.0,0.0
1,5,2,0,5.0,0,17.836214753024105,4.386007469198095,0.05843697524630542,33.684645063495736,0.4648677676607694,0.0,0.0,0.10157765152465982
1,5,3,0,5.0,0,17.777777777972794,4.444444444249406,1.949942429746443e-10,33.67353980767622,0.4631411301368593,0.0,0.0,0.6993201973593823
1,5,4,0,5.0,0,17.7777777777778,4.4444444444444,0.0,33.54629593424384,0.46107256977424876,0.0,0.0,1.2226506169943003
1,5,5,0,5.0,0,17.7777777777778,4.4444444444444,0.0,33.41515668872183,0.4583201637342377,0.0,0.0,1.6654232365208081
1,5,6,0,5.0,0,17.7777777777778,4.4444444444444,0.0,33.29663239245347,0.5940041607353577,0.025627251519441903,0.0,1.9191818652982893
1,5,7,0,5.0,0,17.7777777777778,4.4444444444444,0.0,33.19120674082079,0.9524914648388207,0.37750357528590167,0.0,1.9923039525853183
1,5,8,0,5.0,0,20.930457069437132,1.291765152785068,0.18065404167396792,27.263442248116053,1.4939546427919397,0.0,0.0,13.22157162046286
1,5,9,0,5.0,0,21.111111111105643,1.111111111116557,5.4569682106375694e-12,26.90727984073062,2.191069209388915,0.7737207181338528,0.0,7.447570792288312
1,5,10,0,5.0,0,18.918939218139908,3.3032830040822923,1.1411614403621115,30.86918039040668,6.039831719831196,0.44956631392330787,0.0,0.0
1,5,11,0,5.0,0,18.252981683713024,3.969240538509176,0.4752039059352242,32.1564429413759,0.9179467449110315,1.318819815775,0.0,0.0
1,5,12,0,5.0,0,18.042747489687148,4.179474732535052,0.26496971190934815,32.59412583271996,0.9320249673277141,0.6393851919231465,0.0,0.0
1,5,13,0,5.0,0,18.079391686741282,4.142830535480918,0.30161390896348195,32.5975874659094,0.9151126043995805,0.8471592475091108,0.0,0.0
1,5,14,0,5.0,0,18.252591794122996,3.9696304280992045,0.4748140163451957,32.31140517108454,0.9066358342581899,0.9343119198566047,0.0,0.0
1,5,15,0,5.0,0,18.34459624991937,3.8776259723028303,0.5668184721415699,32.2293619490391,0.9030076182864684,1.1680723358729652,0.0,0.0
1,5,16,0,5.0,0,18.229429983701074,3.992792238521126,0.45165220592327415,32.697379978611444,0.46661142851508786,0.0,0.0,0.0
1,5,17,0,5.0,0,18.261954228451852,3.9602679937703478,0.48417645067405246,32.82123807113916,0.9777729399783843,0.0,0.0,0.0
1,5,18,0,5.0,0,21.02906134856137,1.1931608736608297,0.08204976254972962,27.822529859664037,1.1347400632095677,0.0,0.0,7.703198204180507
1,5,19,0,5.0,0,21.11111192410737,1.1111102981148306,8.12996269416999e-07,27.799769281582925,1.2966762400257692,0.5732683595582159,0.0,3.9784108019125437
1,5,20,0,5.0,0,21.111111112256697,1.1111111099655027,1.1455973947249731e-09,27.96690806826755,2.0998883359339904,0.0,0.0,2.6197676426331147
1,5,21,0,5.0,0,21.1111111111111,1.1111111111111,0.0,28.17714555758041,2.337090977070682,0.0,0.0,1.7183814233408703
1,5,22,0,5.0,0,21.1111111111111,1.1111111111111,0.0,28.489357506558008,1.9770271611096435,0.5079778193838415,0.0,1.3558596013258393
1,5,23,0,5.0,0,20.190249616927943,2.031972605294257,2.412471839150143,30.401295390595166,0.8223942717581986,1.098224614267956,0.0,0.0
1,5,24,0,5.0,0,19.34170581228143,2.880516409940771,1.563928034503629,32.40166838519298,0.4727660396116942,0.0,0.0,0.0
1,6,1,0,6.0,0,18.968163181298817,3.2540590409233836,1.1903854035210166,33.65588148703881,0.46762017370078063,0.4213516209200371,0.0,0.0
1,6,2,0,6.0,0,18.680664613632253,3.5415576085899474,0.9028868358544528,34.73849259158906,0.4648677676607694,0.0,0.0,0.0
1,6,3,0,6.0,0,18.459099402961872,3.763122819260328,0.6813216251840721,35.724057444618126,0.4631411301368593,0.0,0.0,0.0
1,6,4,0,6.0,0,18.260985303526773,3.961236918695427,0.4832075257489734,36.6755568023351,0.46107256977424876,0.0,0.0,0.0
1,6,5,0,6.0,0,18.08016395408678,4.142058268135422,0.30238617630897835,37.612278048644164,0.4583201637342377,0.0,0.0,0.0
