Month,Day,Hour,Minute,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Average Unmet Heating Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh],Heating Load [kWh]
1,1,1,0,1.0,0,20.5555555555556,0.0,0.0,32.70687071415745,0.8861195231767841,0.0,0.0,0.5081536460399757
1,1,2,0,1.0,0,20.5555555555556,0.0,0.0,32.70824739856785,0.9135124089096762,0.0,0.0,0.6529136154789876
1,1,3,0,1.0,0,20.5555555555556,0.0,0.0,32.885062221561924,0.8818409859195401,0.16564900123624524,0.0,0.6744618604437174
1,1,4,0,1.0,0,20.5555555555556,0.0,0.0,33.03180907280459,0.9197169470899613,0.752567268912282,0.0,0.8242662482075157
1,1,5,0,1.0,0,20.5555555555556,0.0,0.0,33.137393099478345,1.0139146949123443,0.0,0.0,1.036759332154449
1,1,6,0,1.0,0,20.555556103902028,5.48346427819979e-07,5.48346427819979e-07,33.31056017133142,1.1642992666233603,0.7913205112616557,0.0,0.7930377235817705
1,1,7,0,1.0,0,20.555555555659133,1.035331820276042e-10,1.035331820276042e-10,33.70701913985981,1.29257452885772,1.318819815775,0.0,0.6553027149869649
1,1,8,0,1.0,0,20.55555621262502,6.570694210950023e-07,6.570694210950023e-07,34.0197065154472,1.108559603205939,1.318819815775,0.0,0.8774336763719084
1,1,9,0,1.0,0,20.555555625069537,6.95139377171472e-08,6.95139377171472e-08,34.07208398605209,1.198304161022076,1.318819815775,0.0,0.5384423950106065
1,1,10,0,1.0,0,20.555557489181364,1.9336257643942645e-06,1.9336257643942645e-06,34.317975623352126,1.1676527541023733,1.318819815775,0.6142525981219287,0.0
1,1,11,0,1.0,0,20.555557512969283,1.9574136835842637e-06,1.9574136835842637e-06,34.30461971361566,0.9856144978750305,1.318819815775,0.43192769466632763,0.0
1,1,12,0,1.0,0,20.555561248919354,5.693363753778158e-06,5.693363753778158e-06,34.256068190730495,1.0641910585843042,1.318819815775,1.0344282529890603,0.0
1,1,13,0,1.0,0,20.555564162466233,8.606910633091047e-06,8.606910633091047e-06,33.96934135247072,1.0161719554985709,1.318819815775,1.1227742843582682,0.0
1,1,14,0,1.0,0,20.55556962080132,1.4065245721894826e-05,1.4065245721894826e-05,33.652132845272504,1.001602704689533,1.318819815775,1.5562717949767124,0.0
1,1,15,0,1.0,0,20.555572734512502,1.7178956902341724e-05,1.7178956902341724e-05,33.463964600540244,1.0476980188270897,0.07435199729737513,1.8035908722751992,0.0
1,1,16,0,1.0,0,20.55557343869046,1.7883134859175698e-05,1.7883134859175698e-05,33.24473718886862,1.3304476427380478,0.9042753485763847,1.6064276768081618,0.0
1,1,17,0,1.0,0,20.555566127277334,1.0571721734464745e-05,1.0571721734464745e-05,32.90009101238886,3.400555277905509,0.0,1.8476981162314505,0.0
1,1,18,0,1.0,0,20.555563780790195,8.225234594760877e-06,8.225234594760877e-06,33.06236006062295,2.5841220204693034,0.6789100644438122,1.8541358516532211,0.0
1,1,19,0,1.0,0,20.555563355513847,7.799958247289851e-06,7.799958247289851e-06,33.074838108663876,1.9253903207146632,0.7726091786564409,1.5928948832598058,0.0
1,1,20,0,1.0,0,20.5555634833879,7.92783229996985e-06,7.92783229996985e-06,33.10484034395195,1.8698595821115511,0.40678756901363516,1.2719242310177956,0.0
1,1,21,0,1.0,0,20.55556341197553,7.856419930618586e-06,7.856419930618586e-06,33.137790592069976,1.7518702330436078,0.5676460772967415,0.9940408340873109,0.0
1,1,22,0,1.0,0,20.555559209709415,3.6541538150913766e-06,3.6541538150913766e-06,33.07640533554614,1.4380033030292854,0.8305529930268774,0.34598295216623504,0.0
1,1,23,0,1.0,0,20.554263594593966,0.0012919609616339756,0.0012919609616339756,32.99447651377949,0.9732923727060651,0.3077075320513614,0.13150361208551567,0.0
1,1,24,0,1.0,0,20.55555554912768,6.4279213063400675e-09,6.4279213063400675e-09,32.95484438636584,0.8933644977964359,0.2569655841467899,0.0,0.2564189848113656
1,2,1,0,2.0,0,20.5555555555556,0.0,0.0,32.913754736356644,0.8861195231767841,0.0,0.0,0.26497666028824185
1,2,2,0,2.0,0,20.5555555555556,0.0,0.0,32.9052984128164,0.9135124089096762,0.0,0.0,0.44047214471304685
1,2,3,0,2.0,0,20.5555555555556,0.0,0.0,32.88685001625251,0.8818409859195401,0.0,0.0,0.5755354867980422
1,2,4,0,2.0,0,20.5555555555556,0.0,0.0,32.85086803210365,0.9094048330717822,0.0,0.0,0.8187199298093574
1,2,5,0,2.0,0,20.5555555555556,0.0,0.0,32.890668834806625,1.0975541279503942,0.7276001255018075,0.0,0.7989160787835362
1,2,6,0,2.0,0,20.55555570547154,1.4991594099456051e-07,1.4991594099456051e-07,33.077783803845804,1.2587591502570088,1.318819815775,0.0,0.6363274152504736
1,2,7,0,2.0,0,20.555556347367155,7.91811554989863e-07,7.91811554989863e-07,33.2394031988849,1.29257452885772,1.318819815775,0.0,1.2594993296663615
1,2,8,0,2.0,0,20.555555555555603,3.552713678800501e-15,3.552713678800501e-15,33.21404030320869,1.1455332223828438,1.318819815775,0.0,1.3417888573923222
1,2,9,0,2.0,0,20.555555555555596,3.552713678800501e-15,3.552713678800501e-15,33.206583318105224,1.198304161022076,1.318819815775,0.0,0.846607863041396
